x         y1        y2        y3        y4
0         104       0         94        0
80        108       1         98        0
160       113       2         103       1
240       118       2         108       1
320       92        4         113       2
400       95        5         118       2
480       98        5         122       3
560       102       6         127       3
640       105       6         101       5
720       77        8         104       4
800       110       7         108       5
880       82        9         111       6
960       84        8         114       6
1040      85        9         117       6
1120      87        9         120       7
1200      88        9         124       7
1280      90        9         127       7
1360      92        10        99        8
1440      93        10        101       8
1520      95        10        102       8
1600      96        10        104       8
1680      98        10        106       8
1760      100       10        107       9
1840      101       11        109       8
1920      103       11        110       9
2000      104       11        112       9
2080      106       11        114       10
2160      108       11        115       9
2240      78        12        117       10
2320      78        12        118       10
2400      109       11        120       10
2480      80        12        122       11
2560      80        12        123       10
2640      111       11        125       11
2720      82        12        96        12
2800      82        13        126       9
2880      82        12        128       9
2960      82        13        99        15
3040      112       11        99        12
3120      114       8         191       3
3200      146       6         196       3
3280      119       8         170       5
3360      120       10        173       6
3440      122       11        176       7
3520      93        12        149       9
3600      93        13        150       10
3680      93        14        152       10
3760      93        13        154       11
3840      93        14        124       12
3920      93        15        155       11
4000      93        14        126       13
4080      93        15        126       13
4160      93        15        126       13
4240      93        14        126       13
4320      62        16        126       14
4400      91        14        126       14
4480      91        14        126       15
4560      91        15        126       14
4640      91        14        126       15
4720      91        15        126       15
4800      91        14        95        16
4880      91        14        124       15
4960      91        13        94        16
5040      91        14        123       15
5120      91        12        123       15
5200      91        13        92        16
5280      91        12        121       15
5360      91        12        90        16
5440      122       11        120       15
5520      93        12        120       15
5600      124       11        120       15
5680      125       11        89        16
5760      127       11        118       15
5840      128       11        87        16
5920      130       11        86        16
6000      132       11        115       15
6080      133       10        84        16
6160      135       11        113       15
6240      136       11        82        16
6320      138       11        112       15
6400      140       11        81        16
6480      141       11        110       15
6560      143       11        79        16
6640      144       11        78        16
6720      115       12        76        16
6800      146       11        105       15
6880      148       11        105       15
6960      149       11        74        16
7040      120       12        104       15
7120      151       10        73        16
7200      122       12        102       15
7280      152       11        102       15
7360      154       11        71        16
7440      125       12        100       15
7520      125       12        70        16
7600      156       11        68        16
7680      126       12        97        15
7760      126       12        97        15
7840      157       11        97        15
7920      128       12        66        16
8000
