100.00, 0.00, 90.00, 0.00, 
100.00, 1.00, 90.00, 1.00, 
100.00, 1.00, 90.00, 1.00, 
100.00, 1.00, 90.00, 2.00, 
100.00, 3.00, 90.00, 3.00, 
100.00, 2.00, 60.00, 4.00, 
100.00, 3.00, 90.00, 3.00, 
100.00, 3.00, 60.00, 4.00, 
100.00, 3.00, 60.00, 4.00, 
100.00, 3.00, 90.00, 3.00, 
100.00, 3.00, 60.00, 4.00, 
100.00, 3.00, 60.00, 5.00, 
100.00, 3.00, 60.00, 4.00, 
100.00, 3.00, 90.00, 3.00, 
100.00, 3.00, 60.00, 4.00, 
70.00, 4.00, 60.00, 4.00, 
100.00, 2.00, 90.00, 3.00, 
100.00, 3.00, 90.00, 3.00, 
100.00, 3.00, 60.00, 4.00, 
100.00, 3.00, 60.00, 4.00, 
100.00, 3.00, 90.00, 3.00, 
100.00, 3.00, 90.00, 3.00, 
100.00, 3.00, 60.00, 4.00, 
70.00, 4.00, 60.00, 4.00, 
100.00, 3.00, 90.00, 3.00, 
100.00, 3.00, 60.00, 4.00, 
100.00, 3.00, 90.00, 3.00, 
100.00, 3.00, 60.00, 4.00, 
70.00, 4.00, 90.00, 3.00, 
100.00, 3.00, 60.00, 4.00, 
100.00, 3.00, 60.00, 4.00, 
70.00, 4.00, 60.00, 4.00, 
100.00, 3.00, 90.00, 3.00, 
100.00, 3.00, 90.00, 3.00, 
100.00, 3.00, 60.00, 4.00, 
70.00, 4.00, 60.00, 4.00, 
100.00, 3.00, 60.00, 4.00, 
100.00, 3.00, 90.00, 3.00, 
100.00, 3.00, 60.00, 4.00, 
100.00, 3.00, 90.00, 3.00, 
70.00, 4.00, 60.00, 4.00, 
100.00, 3.00, 60.00, 4.00, 
100.00, 3.00, 90.00, 3.00, 
70.00, 4.00, 60.00, 4.00, 
100.00, 3.00, 90.00, 3.00, 
100.00, 3.00, 90.00, 3.00, 
100.00, 3.00, 60.00, 4.00, 
100.00, 3.00, 90.00, 3.00, 
100.00, 3.00, 60.00, 4.00, 
70.00, 4.00, 60.00, 4.00, 
100.00, 3.00, 90.00, 3.00, 
100.00, 3.00, 60.00, 4.00, 
100.00, 3.00, 90.00, 3.00, 
70.00, 4.00, 60.00, 4.00, 
100.00, 3.00, 90.00, 3.00, 
100.00, 3.00, 90.00, 3.00, 
100.00, 3.00, 60.00, 4.00, 
70.00, 4.00, 60.00, 4.00, 
100.00, 3.00, 90.00, 3.00, 
100.00, 3.00, 60.00, 4.00, 
70.00, 4.00, 90.00, 3.00, 
100.00, 2.00, 90.00, 3.00, 
100.00, 3.00, 90.00, 3.00, 
70.00, 4.00, 60.00, 4.00, 
100.00, 3.00, 90.00, 3.00, 
100.00, 3.00, 60.00, 4.00, 
100.00, 3.00, 90.00, 3.00, 
100.00, 3.00, 90.00, 3.00, 
100.00, 3.00, 60.00, 4.00, 
70.00, 4.00, 90.00, 3.00, 
100.00, 3.00, 60.00, 4.00, 
100.00, 3.00, 90.00, 3.00, 
70.00, 7.00, 60.00, 7.00, 
10.00, 12.00, 30.00, 11.00, 
40.00, 10.00, 30.00, 10.00, 
40.00, 9.00, 30.00, 8.00, 
40.00, 8.00, 60.00, 7.00, 
70.00, 7.00, 60.00, 7.00, 
40.00, 8.00, 30.00, 9.00, 
70.00, 7.00, 90.00, 2.00, 
100.00, 1.00, 90.00, 1.00, 
100.00, 2.00, 90.00, 2.00, 
100.00, 1.00, 90.00, 2.00, 
100.00, 3.00, 90.00, 2.00, 
100.00, 3.00, 60.00, 4.00, 
100.00, 3.00, 90.00, 3.00, 
100.00, 3.00, 60.00, 4.00, 
70.00, 4.00, 90.00, 3.00, 
100.00, 3.00, 60.00, 4.00, 
70.00, 4.00, 90.00, 3.00, 
100.00, 3.00, 60.00, 4.00, 
100.00, 3.00, 90.00, 3.00, 
100.00, 3.00, 60.00, 4.00, 
70.00, 4.00, 60.00, 4.00, 
100.00, 3.00, 90.00, 3.00, 
100.00, 3.00, 90.00, 3.00, 
70.00, 4.00, 60.00, 4.00, 
100.00, 3.00, 60.00, 4.00, 
70.00, 4.00, 90.00, 3.00, 
100.00, 3.00, 60.00, 4.00,
