104.00, 0.00, 94.00, 0.00, 
108.80, 1.00, 98.80, 0.00, 
113.60, 2.00, 103.60, 1.00, 
118.40, 2.00, 108.40, 1.00, 
92.40, 4.00, 113.20, 2.00, 
95.60, 5.00, 118.00, 2.00, 
98.80, 5.00, 122.80, 3.00, 
102.00, 6.00, 127.60, 3.00, 
105.20, 6.00, 101.60, 5.00, 
77.60, 8.00, 104.80, 4.00, 
110.00, 7.00, 108.00, 5.00, 
82.40, 9.00, 111.20, 6.00, 
84.00, 8.00, 114.40, 6.00, 
85.60, 9.00, 117.60, 6.00, 
87.20, 9.00, 120.80, 7.00, 
88.80, 9.00, 124.00, 7.00, 
90.40, 9.00, 127.20, 7.00, 
92.00, 10.00, 99.60, 8.00, 
93.60, 10.00, 101.20, 8.00, 
95.20, 10.00, 102.80, 8.00, 
96.80, 10.00, 104.40, 8.00, 
98.40, 10.00, 106.00, 8.00, 
100.00, 10.00, 107.60, 9.00, 
101.60, 11.00, 109.20, 8.00, 
103.20, 11.00, 110.80, 9.00, 
104.80, 11.00, 112.40, 9.00, 
106.40, 11.00, 114.00, 10.00, 
108.00, 11.00, 115.60, 9.00, 
78.80, 12.00, 117.20, 10.00, 
78.80, 12.00, 118.80, 10.00, 
109.60, 11.00, 120.40, 10.00, 
80.40, 12.00, 122.00, 11.00, 
80.40, 12.00, 123.60, 10.00, 
111.20, 11.00, 125.20, 11.00, 
82.00, 12.00, 96.00, 12.00, 
82.00, 13.00, 126.80, 9.00, 
82.00, 12.00, 128.40, 9.00, 
82.00, 13.00, 99.20, 15.00, 
112.80, 11.00, 99.20, 12.00, 
114.40, 8.00, 191.60, 3.00, 
146.80, 6.00, 196.40, 3.00, 
119.20, 8.00, 170.40, 5.00, 
120.80, 10.00, 173.60, 6.00, 
122.40, 11.00, 176.80, 7.00, 
93.20, 12.00, 149.20, 9.00, 
93.20, 13.00, 150.80, 10.00, 
93.20, 14.00, 152.40, 10.00, 
93.20, 13.00, 154.00, 11.00, 
93.20, 14.00, 124.80, 12.00, 
93.20, 15.00, 155.60, 11.00, 
93.20, 14.00, 126.40, 13.00, 
93.20, 15.00, 126.40, 13.00, 
93.20, 15.00, 126.40, 13.00, 
93.20, 14.00, 126.40, 13.00, 
62.40, 16.00, 126.40, 14.00, 
91.60, 14.00, 126.40, 14.00, 
91.60, 14.00, 126.40, 15.00, 
91.60, 15.00, 126.40, 14.00, 
91.60, 14.00, 126.40, 15.00, 
91.60, 15.00, 126.40, 15.00, 
91.60, 14.00, 95.60, 16.00, 
91.60, 14.00, 124.80, 15.00, 
91.60, 13.00, 94.00, 16.00, 
91.60, 14.00, 123.20, 15.00, 
91.60, 12.00, 123.20, 15.00, 
91.60, 13.00, 92.40, 16.00, 
91.60, 12.00, 121.60, 15.00, 
91.60, 12.00, 90.80, 16.00, 
122.40, 11.00, 120.00, 15.00, 
93.20, 12.00, 120.00, 15.00, 
124.00, 11.00, 120.00, 15.00, 
125.60, 11.00, 89.20, 16.00, 
127.20, 11.00, 118.40, 15.00, 
128.80, 11.00, 87.60, 16.00, 
130.40, 11.00, 86.00, 16.00, 
132.00, 11.00, 115.20, 15.00, 
133.60, 10.00, 84.40, 16.00, 
135.20, 11.00, 113.60, 15.00, 
136.80, 11.00, 82.80, 16.00, 
138.40, 11.00, 112.00, 15.00, 
140.00, 11.00, 81.20, 16.00, 
141.60, 11.00, 110.40, 15.00, 
143.20, 11.00, 79.60, 16.00, 
144.80, 11.00, 78.00, 16.00, 
115.60, 12.00, 76.40, 16.00, 
146.40, 11.00, 105.60, 15.00, 
148.00, 11.00, 105.60, 15.00, 
149.60, 11.00, 74.80, 16.00, 
120.40, 12.00, 104.00, 15.00, 
151.20, 10.00, 73.20, 16.00, 
122.00, 12.00, 102.40, 15.00, 
152.80, 11.00, 102.40, 15.00, 
154.40, 11.00, 71.60, 16.00, 
125.20, 12.00, 100.80, 15.00, 
125.20, 12.00, 70.00, 16.00, 
156.00, 11.00, 68.40, 16.00, 
126.80, 12.00, 97.60, 15.00, 
126.80, 12.00, 97.60, 15.00, 
157.60, 11.00, 97.60, 15.00, 
128.40, 12.00, 66.80, 16.00,
